ID_Zindi,GT_NO2
ID_2MYNQS,33.41110201454862
ID_P4U5WU,39.08586170420584
ID_U4KWPK,41.739182316629346
ID_QGSNTZ,38.37819210761096
ID_GHSZ6K,34.11301486479446
ID_NKPFFW,37.62917958672252
ID_Z9ICW9,25.07883975533493
ID_H2YFI6,19.256184282206572
ID_RMBWWV,24.858627702910493
ID_8JASJD,31.952000016135713
ID_BVXTI2,25.549709672675753
ID_NDIOUZ,28.034108075915675
ID_AWH9CU,25.973839391690717
ID_FF8GFR,30.117825867155382
ID_SQCZ4B,43.618941822268276
ID_C2YTPV,31.42289804928595
ID_WV7RFQ,29.61050280223272
ID_E3CKAK,28.139048662871744
ID_U7XGZ3,31.046275165116057
ID_X8599L,34.02784999258098
ID_HR1N35,41.14017314892425
ID_O6FGA6,36.279931110410885
ID_Y1FO8G,41.45444083377855
ID_SGDI1C,42.03224348028665
ID_T2H0JJ,39.850134458651326
ID_V7BMNG,39.99498801146764
ID_S5MA32,42.35398309277916
ID_ANJZBA,44.18637135026347
ID_NZT2L7,44.95580475529107
ID_E4N2P4,45.07886611275907
ID_2LPD4W,37.361933159473
ID_U51CCO,30.509341463852166
ID_7P7MDZ,22.98705444011035
ID_ZOMAXE,40.81568171716233
ID_L3HX41,41.73757667848304
ID_8E6XW7,42.20350609913684
ID_L36A06,28.462725509141507
ID_4UUVO8,32.33668127436613
ID_AI3L14,52.83949737438466
ID_Q3TKJO,41.82448523306765
ID_YSLM9R,44.08982939818174
ID_16OJ5Q,38.842440749783975
ID_BCQDMF,37.700977048207136
ID_HESMLO,29.322494595856373
ID_LVSQ5Z,43.590002836218915
ID_NYSBK9,47.59181485573863
ID_JO0816,44.60809647033908
ID_YU2FDJ,48.212175499530815
ID_WK1H30,42.02439340673443
ID_IMZNQW,35.417095411622654
ID_SV2X3R,23.360178614441526
ID_CUSO3Y,30.51661501274686
ID_3UDDC0,29.865944923924
ID_W2SSXO,33.66789270027834
ID_WMBNA7,31.219884263589105
ID_8VHGC2,33.70699075215107
ID_EQZ4UO,29.131893134830015
ID_1HERHC,35.005106864328866
ID_CGV391,41.81320554588336
ID_D83DS9,32.18472420964838
ID_QB5VS9,41.12216671106133
ID_W4DSPL,40.2723196500058
ID_9QKTKF,49.67906883756909
ID_HUZUAO,47.25115555569939
ID_PTL4H1,43.27834134065016
ID_WG2SNW,45.03323316526607
ID_Y1YZTR,37.44363953217775
ID_TBFXSQ,37.06862712746922
ID_S53F29,41.380219678914806
ID_TYNKOT,39.83316645493322
ID_N6M5PK,37.73167462199894
ID_R760HZ,37.7795711219289
ID_3PBV8W,38.59862080244605
ID_VIF4K7,35.81820056789162
ID_JDSXF9,38.770539649285766
ID_3VGIYJ,45.585050208732206
ID_SPQFBT,41.88694973888053
ID_02BG4I,46.06382192491171
ID_EJIJRY,33.59742198143731
ID_M0JA5H,42.62757906168822
ID_5AQZBC,25.599509091015474
ID_YMSH34,35.68556299619327
ID_42SUHK,27.30346049997039
ID_JMWTV5,39.51622531732521
ID_719VF9,31.155696622341157
ID_0S1YRT,38.61446634873002
ID_O6PX6V,36.3403435766759
ID_U5WPHP,35.90198483918831
ID_380H7O,35.81149077737414
ID_9J0SDU,30.601777775904022
ID_AJ3XXY,44.821482846427855
ID_P89XNE,46.41464688781917
ID_RZ2XF4,45.55468170664237
ID_UX114U,41.467445794042945
ID_8RV42R,39.811304655185545
ID_5VJL5N,42.80733061329219
ID_9PWE2N,38.95840438227571
ID_XGMDRY,37.67003924371405
ID_VB1LGM,43.337454237506094
ID_1GKYOS,41.283299362116374
ID_WHJZDT,39.617491711323076
ID_4QSMAQ,40.194475529564066
ID_L7B5ZY,30.336150757541255
ID_88WB3J,29.948169589483562
ID_G0B9R1,35.992400374331716
ID_HEHFYZ,45.65452990324513
ID_U4MH6V,40.12421231877546
ID_1TBLHY,33.95036937097
ID_EFNXPP,29.549914873076446
ID_KQOP09,30.314232810148603
ID_XDQZBU,38.195354007353316
ID_5OFLXB,32.99707148419343
ID_6DMT73,32.17190767475634
ID_HCNU75,30.756829352016673
